Quarter End Date,Open,High,Low,Close,Volume,Crypto
2024-12-31,0.6114919781684875,2.864886999130249,0.4935849905014038,2.0801279544830322,735902819545,XRP-USD
2025-03-31,2.0801210403442383,3.388071060180664,1.9486210346221924,2.2627665996551514,506754251134,XRP-USD
2020-03-31,0.3076210021972656,0.3296700119972229,0.16038300096988678,0.24578499794006348,102832386285,XRP-CAD
2020-06-30,0.24543499946594238,0.3271999955177307,0.23788699507713318,0.23874300718307495,224307750162,XRP-CAD
2020-09-30,0.23858000338077545,0.4326010048389435,0.23667000234127045,0.3218019902706146,199764999553,XRP-CAD
2020-12-31,0.32204800844192505,1.0019450187683105,0.22386899590492249,0.27986299991607666,905157912377,XRP-CAD
2021-03-31,0.2798619866371155,0.9533029794692993,0.2747350037097931,0.7210490107536316,812966841605,XRP-CAD
2021-06-30,0.7211610078811646,2.463395118713379,0.6348459720611572,0.8754879832267761,1096267438027,XRP-CAD
2021-09-30,0.8735179901123047,1.7719850540161133,0.6599889993667603,1.2083690166473389,471998511618,XRP-CAD
2021-12-31,1.2098009586334229,1.6791930198669434,0.7895519733428955,1.050631046295166,401021296831,XRP-CAD
2022-03-31,1.050781011581421,1.1560280323028564,0.7037510275840759,1.0183689594268799,258560791337,XRP-CAD
2022-06-30,1.0185489654541016,1.0648740530014038,0.37853899598121643,0.42666900157928467,195630272395,XRP-CAD
2022-09-30,0.426923006772995,0.7448980212211609,0.3965800106525421,0.6635540127754211,183896855920,XRP-CAD
2022-12-31,0.6636199951171875,0.7433779835700989,0.43011099100112915,0.46126601099967957,161264473153,XRP-CAD
2023-03-31,0.4612579941749573,0.7888649702072144,0.43501800298690796,0.7224720120429993,146435390314,XRP-CAD
2023-06-30,0.7225630283355713,0.7495399713516235,0.5571560263633728,0.6290760040283203,133994755972,XRP-CAD
2023-09-30,0.6290460228919983,1.1631720066070557,0.6045370101928711,0.7087820172309875,166437426041,XRP-CAD
2023-12-31,0.7087399959564209,1.0221929550170898,0.646353006362915,0.8247830271720886,165844329290,XRP-CAD
2024-03-31,0.8247140049934387,1.001194953918457,0.6585109829902649,0.8400689959526062,204516365727,XRP-CAD
2024-06-30,0.8400689959526062,0.8703160285949707,0.5973529815673828,0.6463720202445984,159831411472,XRP-CAD
2024-09-30,0.6463509798049927,0.9108579754829407,0.5324040055274963,0.867268979549408,179794960265,XRP-CAD
2024-12-31,0.8672670125961304,4.022397041320801,0.685712993144989,2.9527480602264404,1035396370216,XRP-CAD
2025-03-31,2.9527111053466797,4.8727240562438965,2.8273909091949463,3.2734313011169434,730528996802,XRP-CAD
2020-03-31,0.05622199922800064,0.06138300150632858,0.028491999953985214,0.040846001356840134,11861583165,XLM-USD
2020-06-30,0.04085500165820122,0.08616899698972702,0.0392800010740757,0.06706800311803818,47512039105,XLM-USD
2020-09-30,0.0671050027012825,0.11898700147867203,0.06575500220060349,0.07482399791479111,23185322092,XLM-USD
2020-12-31,0.07489600032567978,0.22978000342845917,0.06978300213813782,0.128370001912117,47811599734,XLM-USD
2021-03-31,0.12832100689411163,0.6008250117301941,0.12453100085258484,0.41089800000190735,170727528393,XLM-USD
2021-06-30,0.41113799810409546,0.7964709997177124,0.20015600323677063,0.28297799825668335,171261958530,XLM-USD
2021-09-30,0.2831819951534271,0.43112900853157043,0.1994370073080063,0.2788110077381134,58637454824,XLM-USD
2021-12-31,0.2789900004863739,0.44027000665664673,0.2321159988641739,0.2673940062522888,65249496189,XLM-USD
2022-03-31,0.26740801334381104,0.2956399917602539,0.1629589945077896,0.22827699780464172,31732263164,XLM-USD
2022-06-30,0.2283170074224472,0.2380570024251938,0.1008009985089302,0.11195100098848343,23202131525,XLM-USD
2022-09-30,0.11202999949455261,0.13754600286483765,0.0990070030093193,0.1144310012459755,13890616180,XLM-USD
2022-12-31,0.11443900316953659,0.12926900386810303,0.07086300104856491,0.07114700227975845,8166144457,XLM-USD
2023-03-31,0.0711439996957779,0.11273600161075592,0.0708409994840622,0.11208400130271912,6610413471,XLM-USD
2023-06-30,0.1121010035276413,0.11638700217008591,0.07534799724817276,0.1106949970126152,4707279457,XLM-USD
2023-09-30,0.11068899929523468,0.18301799893379211,0.09514699876308441,0.11233100295066833,13261776464,XLM-USD
2023-12-31,0.11232499778270721,0.13806000351905823,0.10125000029802322,0.12895900011062622,8525924828,XLM-USD
2024-03-31,0.12893100082874298,0.1621289998292923,0.10695300251245499,0.14111800491809845,11542585941,XLM-USD
2024-06-30,0.14111800491809845,0.1425420045852661,0.08621600270271301,0.09108799695968628,6800923373,XLM-USD
2024-09-30,0.09109099954366684,0.11222799867391586,0.07591799646615982,0.09852399677038193,6599365149,XLM-USD
2024-12-31,0.09852399677038193,0.6342480182647705,0.08832699805498123,0.3316589891910553,94621997207,XLM-USD
2025-03-31,0.3316589891910553,0.5137410163879395,0.2528730034828186,0.3181988596916199,37286379862,XLM-USD
2020-03-31,8563.2646484375,9167.6953125,4106.98095703125,6438.64453125,1255092895348,BTC-USD
2020-06-30,6437.3193359375,10199.5654296875,6202.37353515625,9137.9931640625,3093408625018,BTC-USD
2020-09-30,9145.9853515625,12359.056640625,8977.015625,10784.4912109375,2330139869670,BTC-USD
2020-12-31,10795.2548828125,29244.876953125,10416.689453125,29001.720703125,3356279167259,BTC-USD
2021-03-31,28994.009765625,61683.86328125,28722.755859375,58918.83203125,6101810634933,BTC-USD
2021-06-30,58926.5625,64863.09765625,28893.62109375,35040.8359375,5010722662696,BTC-USD
2021-09-30,35035.984375,52853.765625,29360.955078125,43790.89453125,2935917244456,BTC-USD
2021-12-31,43816.7421875,68789.625,42874.6171875,46306.4453125,3163395359639,BTC-USD
2022-03-31,46311.74609375,48086.8359375,33184.05859375,45538.67578125,2426258869441,BTC-USD
2022-06-30,45554.1640625,47313.4765625,17708.623046875,19784.7265625,2859744416317,BTC-USD
2022-09-30,19820.470703125,25135.58984375,18290.314453125,19431.7890625,2945047268317,BTC-USD
2022-12-31,19431.10546875,21446.88671875,15599.046875,16547.49609375,2723791690085,BTC-USD
2023-03-31,16547.9140625,29159.90234375,16521.234375,28478.484375,2298262296550,BTC-USD
2023-06-30,28473.33203125,31389.5390625,24797.16796875,30477.251953125,1436747548708,BTC-USD
2023-09-30,30471.84765625,31814.515625,24930.296875,26967.916015625,1157585972331,BTC-USD
2023-12-31,26967.396484375,44705.515625,26558.3203125,42265.1875,1768993812720,BTC-USD
2024-03-31,42280.234375,73750.0703125,38521.89453125,71333.6484375,3103058648918,BTC-USD
2024-06-30,71333.484375,72715.359375,56555.29296875,62678.29296875,2617133807105,BTC-USD
2024-09-30,62673.60546875,69987.5390625,49121.23828125,63329.5,2875618973337,BTC-USD
2024-12-31,63335.60546875,108268.4453125,58895.20703125,93429.203125,5106896863447,BTC-USD
2025-03-31,93425.1015625,109114.8828125,78248.9140625,85979.171875,2978003345535,BTC-USD
2020-03-31,218.7116241455078,249.97848510742188,95.1843032836914,133.59356689453125,480741606989,ETH-USD
2020-06-30,133.61231994628906,252.2220001220703,129.73094177246094,226.31500244140625,1289972882419,ETH-USD
2020-09-30,226.13458251953125,487.2118835449219,224.54449462890625,359.9378662109375,1143909122642,ETH-USD
2020-12-31,360.30914306640625,754.30322265625,334.5455627441406,737.8034057617188,1374898981044,ETH-USD
2021-03-31,737.7083740234375,2036.2864990234375,718.1094970703125,1918.362060546875,2920194501505,ETH-USD
2021-06-30,1919.1572265625,4362.3505859375,1707.6005859375,2274.547607421875,3319187107878,ETH-USD
2021-09-30,2274.3974609375,4022.46923828125,1722.05078125,3001.678955078125,1948730098594,ETH-USD
2021-12-31,3001.12939453125,4891.70458984375,2978.654296875,3682.6328125,1769387265266,ETH-USD
2022-03-31,3683.047119140625,3876.78515625,2172.30126953125,3281.642822265625,1344124457001,ETH-USD
2022-06-30,3282.576171875,3573.960205078125,896.1090087890625,1067.298828125,1692130286413,ETH-USD
2022-09-30,1068.3167724609375,2022.79150390625,1019.2203369140625,1327.9786376953125,1585272596785,ETH-USD
2022-12-31,1328.1937255859375,1661.334716796875,1081.13818359375,1196.771240234375,965000188717,ETH-USD
2023-03-31,1196.713623046875,1853.8880615234375,1192.8853759765625,1822.0220947265625,751170358385,ETH-USD
2023-06-30,1821.704345703125,2137.445068359375,1624.1383056640625,1933.18896484375,685700060867,ETH-USD
2023-09-30,1933.3238525390625,2026.2049560546875,1533.4267578125,1671.161865234375,481056930997,ETH-USD
2023-12-31,1671.1614990234375,2445.017578125,1523.237548828125,2281.47119140625,860142933366,ETH-USD
2024-03-31,2282.870361328125,4092.2841796875,2113.92529296875,3647.8564453125,1470916976425,ETH-USD
2024-06-30,3647.819580078125,3973.556396484375,2815.92333984375,3432.88916015625,1377198968127,ETH-USD
2024-09-30,3432.607421875,3560.075439453125,2122.546142578125,2603.062744140625,1470741110331,ETH-USD
2024-12-31,2603.26416015625,4106.95556640625,2311.02783203125,3332.53173828125,2649474753473,ETH-USD
2025-03-31,3332.406494140625,3743.941650390625,2076.169921875,2245.66845703125,1607045406233,ETH-USD
